activity_id,measurement_group_id,fc1_measurement_group_id,replicate_count,representation_count,measurement_representation_type,aggregation_method,aggregated_pEC50,aggregated_EC50_nM,canonical_molecule_id,parent_id,source_id,assay_id,assay_family,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,endpoint_relation,potency_nM,pEC50,receptor_species,final_species_valid,final_identity_valid,potency_regression_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,divergent_duplicate_classification,divergent_duplicate_disposition,notes
ACT_12628086,MG00362,MG00362,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8029,157.43,CM00669,PARENT0211,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,160.0,6.7959,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_12628087,MG00288,MG00288,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9683,107.57,CM00531,PARENT0212,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,108.0,6.9666,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_12628088,MG00026,MG00026,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0935,80.63,CM00046,PARENT0213,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,80.0,7.0969,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.1 (generic negative-log potency)
ACT_12628089,MG00342,MG00342,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4884,324.79,CM00633,PARENT0214,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,326.0,6.4868,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_12628090,MG00089,MG00089,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0908,811.33,CM00155,PARENT0215,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,810.0,6.0915,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.09 (generic negative-log potency)
ACT_12628091,MG00340,MG00340,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5685,270.08,CM00630,PARENT0216,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,271.0,6.567,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_12628092,MG00381,MG00381,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5308,294.58,CM00701,PARENT0217,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,294.0,6.5317,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.53 (generic negative-log potency)
ACT_12628093,MG00151,MG00151,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0718,847.62,CM00279,PARENT0218,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,844.0,6.0737,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_12628095,MG00124,MG00124,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8914,128.41,CM00226,PARENT0219,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,128.0,6.8928,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_12628096,MG00430,MG00430,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8616,1375.31,CM00800,PARENT0220,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,1370.0,5.8633,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.86 (generic negative-log potency)
ACT_12628097,MG00284,MG00284,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4493,355.39,CM00519,PARENT0221,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,356.0,6.4486,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_12628098,MG00162,MG00162,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1723,672.51,CM00307,PARENT0222,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,669.0,6.1746,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.17 (generic negative-log potency)
ACT_12628099,MG00292,MG00292,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.681,208.45,CM00538,PARENT0223,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,208.0,6.6819,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.68 (generic negative-log potency)
ACT_12628100,MG00185,MG00185,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2123,61.33,CM00343,PARENT0224,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,61.0,7.2147,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.21 (generic negative-log potency)
ACT_12628101,MG00220,MG00220,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2209,601.31,CM00409,PARENT0225,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,600.0,6.2218,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_12628102,MG00428,MG00428,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2509,56.12,CM00796,PARENT0194,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,56.0,7.2518,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.25 (generic negative-log potency)
ACT_12628103,MG00391,MG00391,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.1118,77.3,CM00713,PARENT0195,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,77.0,7.1135,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.11 (generic negative-log potency)
ACT_12628104,MG00463,MG00463,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9083,123.51,CM00852,PARENT0226,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,124.0,6.9066,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_12628105,MG00084,MG00084,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9703,107.08,CM00144,PARENT0227,PMID_23177787,ASSY_CHEMBL2320373,calcium,PAM_functional_calcium,CHO-K1,acetylcholine,,EC50,=,107.0,6.9706,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_13488845,MG00252,MG00252,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00457,PARENT0251,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,239.88,6.62,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_13488846,MG00172,MG00172,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.458,348.34,CM00326,PARENT0252,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,346.74,6.46,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.46 (generic negative-log potency)
ACT_13488847,MG00090,MG00090,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0,100.0,CM00156,PARENT0253,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,100.0,7.0,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_13488848,MG00324,MG00324,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8519,140.64,CM00597,PARENT0254,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,141.25,6.85,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_13488849,MG00203,MG00203,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2383,577.7,CM00378,PARENT0255,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,575.44,6.24,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_13488850,MG00073,MG00073,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.883,130.92,CM00126,PARENT0256,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,131.83,6.88,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency)
ACT_13488851,MG00119,MG00119,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9693,107.32,CM00213,PARENT0257,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,104.71,6.98,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_13488852,MG00457,MG00457,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6588,219.38,CM00843,PARENT0258,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,218.78,6.66,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_13488853,MG00093,MG00093,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5093,309.53,CM00164,PARENT0259,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,309.03,6.51,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_13488854,MG00047,MG00047,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.893,127.94,CM00082,PARENT0260,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,125.89,6.9,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.9 (generic negative-log potency)
ACT_13488855,MG00180,MG00180,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2509,561.18,CM00334,PARENT0261,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,562.34,6.25,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_13488856,MG00225,MG00225,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.888,129.42,CM00414,PARENT0262,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,128.82,6.89,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488858,MG00252,MG00252,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00457,PARENT0251,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,240.0,6.6198,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_13488859,MG00172,MG00172,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.458,348.34,CM00326,PARENT0252,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,350.0,6.4559,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.46 (generic negative-log potency)
ACT_13488860,MG00090,MG00090,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0,100.0,CM00156,PARENT0253,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,100.0,7.0,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_13488861,MG00324,MG00324,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8519,140.64,CM00597,PARENT0254,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,140.0,6.8539,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_13488862,MG00203,MG00203,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2383,577.7,CM00378,PARENT0255,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,580.0,6.2366,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_13488863,MG00073,MG00073,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.883,130.92,CM00126,PARENT0256,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,130.0,6.8861,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488864,MG00119,MG00119,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9693,107.32,CM00213,PARENT0257,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,110.0,6.9586,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_13488865,MG00457,MG00457,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6588,219.38,CM00843,PARENT0258,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,220.0,6.6576,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_13488866,MG00093,MG00093,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5093,309.53,CM00164,PARENT0259,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,310.0,6.5086,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_13488867,MG00047,MG00047,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.893,127.94,CM00082,PARENT0260,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,130.0,6.8861,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488872,MG00180,MG00180,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2509,561.18,CM00334,PARENT0261,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,560.0,6.2518,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_13488873,MG00225,MG00225,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.888,129.42,CM00414,PARENT0262,PMID_24074052,ASSY_CHEMBL2439843,ERK,PAM_functional_ERK,,acetylcholine,,EC50,=,130.0,6.8861,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_16608310,MG00053,MG00053,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.6341,2322.2,CM00096,PARENT0283,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,2300.0,5.6383,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.64 (generic negative-log potency)
ACT_16608311,MG00377,MG00377,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4095,389.49,CM00691,PARENT0284,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,390.0,6.4089,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.41 (generic negative-log potency)
ACT_16608312,MG00233,MG00233,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2421,572.66,CM00425,PARENT0285,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,570.0,6.2441,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_16608313,MG00009,MG00009,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0703,850.55,CM00018,PARENT0286,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,850.0,6.0706,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_16608314,MG00307,MG00307,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2088,6183.01,CM00566,PARENT0287,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,6200.0,5.2076,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.21 (generic negative-log potency)
ACT_16608315,MG00165,MG00165,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7979,1592.58,CM00315,PARENT0288,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,1600.0,5.7959,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.8 (generic negative-log potency)
ACT_16608316,MG00028,MG00028,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.4201,3801.02,CM00048,PARENT0289,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,3800.0,5.4202,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.42 (generic negative-log potency)
ACT_16608317,MG00110,MG00110,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9493,1123.83,CM00201,PARENT0290,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,1100.0,5.9586,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.96 (generic negative-log potency)
ACT_16608318,MG00337,MG00337,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0116,973.64,CM00625,PARENT0291,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,970.0,6.0132,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.01 (generic negative-log potency)
ACT_16608319,MG00083,MG00083,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7256,1881.05,CM00142,PARENT0292,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,1900.0,5.7212,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_16608320,MG00285,MG00285,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7698,1699.03,CM00522,PARENT0293,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,1700.0,5.7696,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.77 (generic negative-log potency)
ACT_16608321,MG00253,MG00253,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0881,816.39,CM00459,PARENT0294,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,820.0,6.0862,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.09 (generic negative-log potency)
ACT_16608322,MG00241,MG00241,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0189,957.41,CM00437,PARENT0295,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,960.0,6.0177,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.02 (generic negative-log potency)
ACT_16608323,MG00270,MG00270,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.3583,4382.28,CM00488,PARENT0296,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,4400.0,5.3565,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.36 (generic negative-log potency)
ACT_16608324,MG00176,MG00176,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2209,601.31,CM00330,PARENT0297,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,600.0,6.2218,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_16608325,MG00371,MG00371,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7524,1768.48,CM00682,PARENT0298,PMID_27185330,ASSY_CHEMBL3810554,calcium,PAM_functional_calcium,CHO,,,EC50,=,1800.0,5.7447,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.75 (generic negative-log potency)
